Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C35,0.1uF,C_0603_1608Metric,2.81,-1.270001,90.0,top
C40,0.68uF,C_0603_1608Metric,-2.19,-4.520001,0.0,top
L33,33uH,L_APV_APH1040,6.56,-8.520001,180.0,top
R36,2K/2.94k,C_0603_1608Metric,-9.69,2.979999,180.0,top
R38,3K,C_0603_1608Metric,-5.165,-4.520001,0.0,top
U1,LM2587S-ADJ,VREG_TPS79625KTTR,-2.19,5.479999,90.0,top
VR1,TC33X-2-104E,TC33X2104E,-9.69,-1.370001,0.0,top
