Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_01x02,JST_SH_BM02B-SRSS-TB_1x02-1MP_P1.00mm_Vertical,161.75,-95.9,0.0,top
LED_2,R_Photo,R_0603_1608Metric,149.963441,-105.750006,90.0,top
