Comment,Designator,Footprint,LCSC,Quantity
R_Photo,LED_2,R_0603_1608Metric,,1
Conn_01x02,J1,JST_SH_BM02B-SRSS-TB_1x02-1MP_P1.00mm_Vertical,,1
